items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00001099	20	40	2	0	0.878817349276868	0.996629659000792	0.934023122240214
GC_00001100	20	40	2	0	0.862577458061248	0.985212575844758	0.919825460391432
GC_00001101	20	40	2	0	0.892113652113652	1.0	0.942981042515163
GC_00001102	20	40	2	0	0.928783259871977	0.955904257159443	0.94214862046571
GC_00001103	20	40	2	0	0.855462592457863	0.746129789356334	0.797064385620757
GC_00001104	20	40	2	0	0.816698866502336	0.97205846314251	0.887631912798495
GC_00001105	20	40	2	0	0.924652123365323	0.912334232436106	0.918451879162576
GC_00001106	20	40	2	0	0.850447787148944	0.986735858881171	0.913536683716211
GC_00001107	20	40	2	0	0.840652069567246	0.972503924646783	0.901783894519208
GC_00001108	20	40	2	0	0.780914987724376	0.98124253152366	0.869691830712641
GC_00001109	20	40	2	0	0.794085458557391	0.998706132577102	0.884718582096554
GC_00001110	20	40	2	0	0.92096981374438	0.845906065088758	0.881843439647305
GC_00001111	20	40	2	0	0.872189909573917	0.983207855973815	0.924377496747724
GC_00001112	20	40	2	0	0.890683591770548	0.974726625856744	0.930811897467512
GC_00001113	20	40	2	0	0.866821739612923	0.982183362866404	0.920903776930758
GC_00001114	20	40	2	0	0.768708011339366	0.962518121512982	0.854764582195052
GC_00001115	20	40	2	0	0.869486924083514	0.999121882683529	0.929807683034573
GC_00001116	20	40	2	0	0.932706096324018	0.94588573819343	0.939249685033976
GC_00001117	20	40	2	0	0.85740589295877	0.961957420793325	0.906677577951867
GC_00001118	20	40	2	0	0.901314924391847	1.0	0.948096407206335
GC_00001119	20	40	2	0	0.951851044768892	1.0	0.975331644614915
GC_00001120	20	40	2	0	0.896127944910197	0.999472238288032	0.944983030525681
GC_00001121	20	40	2	0	0.86393405835826	0.972833687628853	0.915155612566733
GC_00001122	20	40	2	0	0.803544928947087	0.728874333999333	0.764390384650663
GC_00001123	20	40	2	0	0.875668470163883	1.0	0.933713483052123
GC_00001124	14	40	4	0	0.785405562066054	0.734590964590965	0.759148878717666
GC_00001125	20	40	2	0	0.871853962224333	1.0	0.93154057936048
GC_00001126	20	40	2	0	0.840946057387977	0.978734460798859	0.904623507052395
GC_00001127	20	40	2	0	0.878073038073038	1.0	0.935078689989574
GC_00001128	20	40	2	0	0.849194742602761	0.978310219082895	0.90919139712043
GC_00001129	20	40	2	0	0.849817979356718	0.978540346288826	0.909647926380715
GC_00001130	20	40	2	0	0.862036135453857	1.0	0.925906988635043
GC_00001131	20	40	2	0	0.890493096646943	1.0	0.942074952007345
GC_00001132	20	40	2	0	0.853815261044177	1.0	0.921143847487002
GC_00001133	20	40	2	0	0.861687530049237	0.974726550868487	0.914728026558743
GC_00001134	20	40	2	0	0.867207933086025	0.988881687490039	0.924056720934304
GC_00001135	20	40	2	0	0.843383878224793	0.983450746661116	0.908047716485471
GC_00001136	20	40	2	0	0.876179245283019	0.980758279447855	0.925523920592035
GC_00001137	20	40	2	0	0.887208959622753	1.0	0.940233941873721
GC_00001138	20	40	2	0	0.850204084635996	0.99169718696435	0.915515953085309
GC_00001139	20	40	2	0	0.854962152532504	0.983896762210241	0.914909226526181
GC_00001140	20	40	2	0	0.865877056430541	0.926109796710595	0.894981147101194
GC_00001141	20	40	2	0	0.865136993486491	0.987137703433364	0.922119539100362
GC_00001142	20	40	2	0	0.881131763198987	0.977851422800916	0.926975515225832
GC_00001143	20	40	2	0	0.858067372691561	0.952612529613058	0.902871600262146
GC_00001144	20	40	2	0	0.863848291000876	0.932364296940844	0.896799532426742
GC_00001145	20	40	2	0	0.887150787487313	0.947641303650478	0.916398901924294
GC_00001146	20	40	2	0	0.893146838380975	0.975141998645839	0.932345123304439
GC_00001147	20	40	2	0	0.882237231271796	0.99597112488292	0.935660630796366
GC_00001148	20	40	2	0	0.800892444269179	0.916161939447448	0.854658049260194
GC_00001149	20	40	2	0	0.863049934810338	0.856303745523929	0.859663605231702
GC_00001150	20	40	2	0	0.909437310089383	0.99661803713528	0.951033901716012
GC_00001151	20	40	2	0	0.871227133051894	0.997752726200998	0.930207185314762
GC_00001152	20	40	2	0	0.899171860825798	0.986824501110217	0.940961330445946
GC_00001153	20	40	2	0	0.773819293235441	0.962898354428407	0.858066163010027
GC_00001154	20	40	2	0	0.933379548161183	0.846137112887112	0.887619760349686
GC_00001155	20	40	2	0	0.881722748389415	1.0	0.937144166582553
GC_00001156	20	40	2	0	0.86263311321316	0.9827487965419	0.918781797291975
GC_00001157	20	40	2	0	0.917452488031336	0.949012474012474	0.932965657712766
GC_00001158	20	40	2	0	0.884387744706582	0.978021539863645	0.928850893388953
GC_00001159	20	40	2	0	0.832321809066446	0.996759438216724	0.907149007243809
GC_00001160	20	40	2	0	0.832762185198661	0.951875948818043	0.888344006626884
GC_00001161	20	40	2	0	0.852025523943332	1.0	0.920101276065785
GC_00001162	20	40	2	0	0.859408634100604	0.98068376068376	0.91604975233066
GC_00001163	20	40	2	0	0.910035135813244	0.965316411617864	0.936860987960112
GC_00001164	20	40	2	0	0.82040394142305	1.0	0.901342743503095
GC_00001165	20	40	2	0	0.914704343275772	1.0	0.955452309374146
GC_00001166	20	40	2	0	0.920090832003909	0.944522988323893	0.932146842096203
GC_00001167	20	40	2	0	0.884846872188644	0.964247491638796	0.922842439718731
GC_00001168	20	40	2	0	0.898617842398133	0.739565076273938	0.811370165784682
GC_00001169	20	40	2	0	0.840533211107292	0.966702758194783	0.89921381306452
GC_00001170	20	40	2	0	0.903165415913443	0.995838675213678	0.947240772660186
GC_00001171	20	40	2	0	0.882603332618712	0.963048894425411	0.921072942388419
GC_00001172	20	40	2	0	0.837099739738516	0.998885836385834	0.9108645346029
GC_00001173	20	40	2	0	0.847680953348229	0.92015050167224	0.882430338329221
GC_00001174	20	40	2	0	0.890253038885075	0.999611660814977	0.941768285197063
GC_00001175	20	40	2	0	0.795243885961357	0.988406211843712	0.881365686893641
GC_00001176	20	40	2	0	0.875702988952011	0.997977207977208	0.932850360871523
GC_00001177	20	40	2	0	0.89064725659594	0.991962642620535	0.938578732283665
GC_00001178	20	40	2	0	0.877372269736175	0.98746375004537	0.929168358471531
GC_00001179	20	40	2	0	0.875190020421079	0.985143410049072	0.926917365496832
GC_00001180	20	40	2	0	0.92040404040404	1.0	0.958552493162213
GC_00001181	20	40	2	0	0.824043170803442	0.88796828963266	0.854812274183508
GC_00001182	20	40	2	0	0.838617651461688	0.979769300459459	0.903715052351743
GC_00001183	20	40	2	0	0.902224931423347	0.947341937089129	0.924233158341671
GC_00001184	20	40	2	0	0.832012540696973	0.974453898916569	0.897617410930802
GC_00001185	20	40	2	0	0.879305269355314	0.922806226032035	0.900530715464361
GC_00001186	20	40	2	0	0.868237231093302	0.999068698597	0.929069657788441
GC_00001187	20	40	2	0	0.90097835158316	0.977294909492182	0.937586212626768
GC_00001188	20	40	2	0	0.807395901786248	0.955229273106366	0.87511311123685
GC_00001189	20	40	2	0	0.872220113482632	0.958643237318366	0.913391939248082
GC_00001190	20	40	2	0	0.805973678749475	0.96683082367754	0.879104486276938
GC_00001191	20	40	2	0	0.801283618028587	0.967914791981277	0.876752163097208
GC_00001192	20	40	2	0	0.914699822047392	0.9500666000666	0.932047831522963
GC_00001193	20	40	2	0	0.88505291005291	0.967169645706988	0.924290989531361
GC_00001194	20	40	2	0	0.80551557021239	0.972485361353973	0.881160506124302
GC_00001195	20	40	2	0	0.890891756652994	0.978966442627432	0.932854837989656
GC_00001196	20	40	2	0	0.917410603948552	0.982665179647938	0.948917368162696
GC_00001197	20	40	2	0	0.811537726082857	0.954777526395175	0.877349591584747
GC_00001198	20	40	2	0	0.896640229973563	1.0	0.945503755328507
GC_00001199	20	40	2	0	0.892531204883526	0.999016805266806	0.942776676160399
GC_00001200	20	40	2	0	0.910420773630755	0.998982289188474	0.952647710979919
GC_00001201	20	40	2	0	0.908054469071418	1.0	0.95181189404235
GC_00001202	20	40	2	0	0.881594637707423	0.99489095520631	0.934822558218086
GC_00001203	20	40	2	0	0.889873070586846	0.926887079802844	0.908003020227532
GC_00001204	20	40	2	0	0.932488129154796	1.0	0.965064794020374
GC_00001205	20	40	2	0	0.924077784837279	0.893955741328509	0.908767224916494
GC_00001206	20	40	2	0	0.921827744904668	1.0	0.9593240053368
GC_00001207	20	40	2	0	0.808274073259121	0.865357412571164	0.835842258711899
GC_00001208	20	40	2	0	0.798083752567718	0.980017713946286	0.879743062427679
GC_00001209	20	40	2	0	0.910653543986877	1.0	0.953237751399614
GC_00001210	20	40	2	0	0.889343247295118	0.970848844313397	0.928310433884049
GC_00001211	20	40	2	0	0.891950787669678	0.996696832579185	0.941419156602368
GC_00001212	20	40	2	0	0.824478896815591	0.994885011895319	0.90170162564894
GC_00001213	20	40	2	0	0.881099821785885	0.884221788998649	0.882658044796346
GC_00001214	20	40	2	0	0.741537329860914	0.981707576843445	0.84488607789236
GC_00001215	20	40	2	0	0.916187253243091	1.0	0.95626066992406
GC_00001216	20	40	2	0	0.913111474813602	1.0	0.954582612497861
GC_00001217	20	40	2	0	0.912809496890899	0.972536314260453	0.941726847645084
GC_00001218	20	40	2	0	0.948641408342901	1.0	0.97364389803213
GC_00001219	20	40	2	0	0.934883079758251	0.998337633036512	0.965568964613946
GC_00001220	20	40	2	0	0.898339567759857	0.980208682879008	0.937490154104396
GC_00001221	20	40	2	0	0.817897890565788	0.849100025387155	0.833206944048891
GC_00001222	20	40	2	0	0.874864610858947	0.999029848039747	0.932833602331514
GC_00001223	20	40	2	0	0.876669727492996	0.99946055765728	0.934046874736339
GC_00001224	20	40	2	0	0.885903689806129	1.0	0.939500457626444
GC_00001225	20	40	2	0	0.87062967055701	0.990616319478801	0.92675547938683
GC_00001226	20	40	2	0	0.777584432594256	0.944970096484272	0.853144587168844
GC_00001227	20	40	2	0	0.838755935119977	0.989373452898046	0.907860090327698
GC_00001228	20	40	2	0	0.851898684775397	1.0	0.92002731227029
GC_00001229	20	40	2	0	0.894891976364839	0.971174397170186	0.931474022579558
GC_00001230	20	40	2	0	0.912037863549986	0.997406744848606	0.952813936220952
GC_00001231	20	40	2	0	0.87467618847581	0.996080059362433	0.931438834692295
GC_00001232	20	40	2	0	0.891220536971628	0.930114738202972	0.910252349169499
GC_00001233	20	40	2	0	0.857295782541684	1.0	0.923165594408971
GC_00001234	20	40	2	0	0.828319935851733	0.989821386044294	0.901897753622224
GC_00001235	20	40	2	0	0.769871058083197	0.981091341477105	0.862741346506258
GC_00001236	20	40	2	0	0.854717775765957	0.987583750859609	0.916359645495625
GC_00001237	20	40	2	0	0.801195145231407	0.964738356881214	0.875393877546426
GC_00001238	20	40	2	0	0.877302322764302	0.980987762237762	0.926252418134801
GC_00001239	20	40	2	0	0.858839913655038	0.969599448703593	0.910864996616972
GC_00001240	20	40	2	0	0.850288706492854	0.91853770372289	0.883096533896948
GC_00001241	20	40	2	0	0.779169086505092	0.954608529871688	0.858012526132938
GC_00001242	20	40	2	0	0.892693299026637	0.989753301906242	0.938721066364734
GC_00001243	20	40	2	0	0.842949084123539	0.738226473900632	0.787119844968884
GC_00001244	20	40	2	0	0.890583478145379	0.99974225078664	0.942011122556619
GC_00001245	20	40	2	0	0.907411812223021	0.98853323100844	0.946237058710502
GC_00001246	20	40	2	0	0.916132247881708	1.0	0.956230707869455
GC_00001247	20	40	2	0	0.871047592359068	1.0	0.931080102843164
GC_00001248	20	40	2	0	0.858194556222786	0.995031222139656	0.921561083470913
GC_00001249	20	40	2	0	0.805927230046948	0.912087115782766	0.855727246479203
GC_00001250	20	40	2	0	0.88919789873306	0.891492007992008	0.890343475582132
GC_00001251	20	40	2	0	0.907752455892906	0.988844398998384	0.946564821481978
GC_00001252	20	40	2	0	0.859072784621794	0.997338772338772	0.923056736155139
GC_00001253	20	40	2	0	0.856030768661822	0.974959200105461	0.911632600633072
GC_00001254	20	40	2	0	0.889165948482237	0.952027641389341	0.919523688757035
GC_00001255	20	40	2	0	0.859039000215471	1.0	0.92417534017942
GC_00001256	20	40	2	0	0.817939744370055	0.927296276782578	0.869191869058394
GC_00001257	20	40	2	0	0.859936362793859	0.996030769230768	0.92299379891358
GC_00001258	20	40	2	0	0.885123954472068	0.999612870789343	0.938891080468512
GC_00001259	20	40	2	0	0.782581930110447	0.997291440953413	0.876986277150105
GC_00001260	20	40	2	0	0.850682644636436	0.992213220474589	0.916013305380885
GC_00001261	20	40	2	0	0.835440903726184	0.975085171239018	0.899877718342812
GC_00001262	20	40	2	0	0.811200086473243	0.92817297082003	0.865753313855527
GC_00001263	18	40	4	0	0.851436552074071	0.956965506403709	0.901121968321629
GC_00001264	20	40	2	0	0.78502833636673	0.799842263000158	0.792366066137693
GC_00001265	20	40	2	0	0.849541552358997	0.999239107775697	0.918329752254914
GC_00001266	20	40	2	0	0.889338916729594	0.795804195804196	0.839975710266184
GC_00001267	20	40	2	0	0.917150997150997	1.0	0.956785353385246
GC_00001268	20	40	2	0	0.921925143605658	0.997407033322498	0.958181844167099
GC_00001269	20	40	2	0	0.815442220735732	0.896053199763972	0.853849332415457
GC_00001270	20	40	2	0	0.876796245001101	0.992282466616054	0.930971537262466
GC_00001271	20	40	2	0	0.856999989010144	0.804018948879028	0.829664508496109
GC_00001272	20	40	2	0	0.890867153890012	0.99440208033173	0.939791659511311
GC_00001273	20	40	2	0	0.899343424079803	0.930328896869346	0.914573791220529
GC_00001274	20	40	2	0	0.876958451724807	0.992105784251175	0.930985180452959
GC_00001275	20	40	2	0	0.871671524378166	0.84443284263912	0.85783601198751
GC_00001276	20	40	2	0	0.855122885413342	1.0	0.921904303091826
GC_00001277	20	40	2	0	0.910218696425069	0.79634075326383	0.849480212925601
GC_00001278	20	40	2	0	0.842450110449661	0.987786881714252	0.909347992815972
GC_00001279	20	40	2	0	0.830552496437608	0.988787811409402	0.902788974301356
GC_00001280	20	40	2	0	0.880424337208645	0.979239350994121	0.927206528832992
GC_00001281	20	40	2	0	0.843874929613897	0.986748463367095	0.909736315250041
GC_00001282	20	40	2	0	0.813489609407977	0.960138067061145	0.880751187539217
GC_00001283	20	40	2	0	0.948358974358974	1.0	0.973495117521649
GC_00001284	20	40	2	0	0.908493701213386	0.93828200938495	0.923147614078041
GC_00001285	20	40	2	0	0.850222165550117	0.894828012497506	0.871954996081235
GC_00001286	20	40	2	0	0.849538201105503	0.985861274763427	0.912637085183421
GC_00001287	20	40	2	0	0.797147718341353	0.821342867974168	0.809064444016374
GC_00001288	20	40	2	0	0.852847791801389	0.821742451342345	0.837006232331937
GC_00001289	20	40	2	0	0.920247568523431	1.0	0.958467630536882
GC_00001290	20	40	2	0	0.847923422175631	0.950595454606304	0.896328819652535
GC_00001291	20	40	2	0	0.847135861370737	0.941172161172161	0.891681611223786
GC_00001292	20	40	2	0	0.924238782051282	1.0	0.960627953944492
GC_00001293	20	40	2	0	0.860733589057925	0.984785789642679	0.918590416286165
GC_00001294	20	40	2	0	0.871953347195335	0.997810782967034	0.930646211509201
GC_00001295	20	40	2	0	0.87058604947016	0.997589947607738	0.929770956095579
GC_00001296	20	40	2	0	0.858884932343888	0.9961204578047	0.922426270620617
GC_00001297	20	40	2	0	0.772972608077963	0.974425141489063	0.862086429011563
GC_00001298	20	40	2	0	0.849008253736825	0.951202815210995	0.897204838945745
GC_00001299	20	40	2	0	0.850990450153371	0.957087781671368	0.900926240717838
GC_00001300	20	40	2	0	0.815068175608293	0.942856629620438	0.874317753158871
GC_00001301	20	40	2	0	0.816764819053954	0.992832167832168	0.896233130124477
GC_00001302	20	40	2	0	0.751280250740747	0.985074858700445	0.85243771025738
GC_00001303	20	40	2	0	0.719539604857713	0.963154444965932	0.823712152331399
GC_00001304	20	40	2	0	0.873105322582257	0.890475818465899	0.881705024665081
GC_00001305	20	40	2	0	0.915392537431672	0.925767470789463	0.920550772745097
GC_00001306	20	40	2	0	0.855700669561113	0.90112901150372	0.877827494395823
GC_00001307	20	40	2	0	0.791313957343353	0.926165242165243	0.853445541746691
GC_00001308	20	40	2	0	0.912720007645384	0.995803706097823	0.95245341695052
GC_00001309	20	40	2	0	0.844177519073928	0.985500066533716	0.909380983576222
GC_00001310	20	40	2	0	0.919014656657242	1.0	0.957798475867909
GC_00001311	20	40	2	0	0.769836185595314	0.983085919928026	0.863489726468938
GC_00001312	20	40	2	0	0.866056968657712	0.996891698504602	0.926880077487085
GC_00001313	20	40	2	0	0.862391515822	0.994305504718919	0.923662419789842
GC_00001314	20	40	2	0	0.895743573732959	0.793723054231904	0.841652996731121
GC_00001315	20	40	2	0	0.841635400236645	0.989331955638538	0.909526643147324
GC_00001316	20	40	2	0	0.749007798194983	0.958588493362429	0.840936772161289
GC_00001317	20	40	2	0	0.886473141034488	0.997659261979068	0.938785552686417
GC_00001318	20	40	2	0	0.829696507756902	0.845524642442985	0.837535799943359
GC_00001319	20	40	2	0	0.900432152117545	1.0	0.947607786065126
GC_00001320	20	40	2	0	0.850894569694683	0.984113744475738	0.912668389205497
GC_00001321	20	40	2	0	0.907059195948085	1.0	0.951264856251245
GC_00001322	20	40	2	0	0.927463700957677	1.0	0.962366970124375
GC_00001323	20	40	2	0	0.913708503639612	0.999391159746813	0.954631082320639
GC_00001324	20	40	2	0	0.884160597783518	0.996764686362586	0.937092045465202
GC_00001325	20	40	2	0	0.878451178451178	1.0	0.935293063272988
GC_00001326	20	40	2	0	0.90476301885321	0.904332938724041	0.904547927666706
GC_00001327	20	40	2	0	0.898838742795967	0.981179662744678	0.938206021727515
GC_00001328	20	40	2	0	0.866543703248284	0.989676626843697	0.92402613562681
GC_00001329	20	40	2	0	0.774403330697607	0.919083064311612	0.840562980946535
GC_00001330	20	40	2	0	0.914623308578627	0.999405313561941	0.955136599241462
GC_00001331	20	40	2	0	0.907745271098598	0.9997586358222	0.951532702622421
GC_00001332	20	40	2	0	0.803833011830852	0.935095387069072	0.864510053217122
GC_00001333	20	40	2	0	0.889792351177635	0.974448299280766	0.930198194213691
GC_00001334	20	40	2	0	0.916242144390542	0.990355336078141	0.95185827751518
GC_00001335	20	40	2	0	0.891292338070136	0.999177350427351	0.942156462203759
GC_00001336	20	40	2	0	0.84725482690182	0.98587208350402	0.911322480418565
GC_00001337	20	40	2	0	0.870199838373358	0.992316326037257	0.927254778275839
GC_00001338	20	40	2	0	0.839447322970639	0.820465872156013	0.829848069154706
GC_00001339	20	40	2	0	0.86778400997151	1.0	0.929212377168543
GC_00001340	20	40	2	0	0.896387050027995	0.97950929573571	0.936106571199782
GC_00001341	20	40	2	0	0.892754467754468	1.0	0.943338909471567
GC_00001342	20	40	2	0	0.923002725938352	0.986258199994296	0.953582608546927
GC_00001343	20	40	2	0	0.763895131086142	0.991484852496	0.862936182993014
GC_00001344	20	40	2	0	0.867527959892017	0.805730872900684	0.835488265999959
GC_00001345	20	40	2	0	0.878806969355248	0.997567873303164	0.934429069856495
GC_00001346	20	40	2	0	0.813644076459164	0.990741975244343	0.89350207367871
GC_00001347	20	40	2	0	0.856307807791069	0.991390362511051	0.918911239543221
GC_00001348	20	40	2	0	0.886360294435651	0.998109298109296	0.93892143959337
GC_00001349	20	40	2	0	0.834437591491546	0.993566233727523	0.907075798880853
GC_00001350	20	40	2	0	0.919414192734389	0.997364860293618	0.95680449600062
GC_00001351	20	40	2	0	0.904312354312354	1.0	0.949752126813146
GC_00001352	20	40	2	0	0.888556966226869	1.0	0.940990377433103
GC_00001353	20	40	2	0	0.822687036467412	0.962513052558301	0.887124099576477
GC_00001354	20	40	2	0	0.865352331886066	0.989114801438969	0.923103768782959
GC_00001355	20	40	2	0	0.886576654692597	1.0	0.939878750738657
GC_00001356	20	40	2	0	0.815093392445689	0.990410304922687	0.894240091038589
GC_00001357	20	40	2	0	0.787405916448875	0.996496592838058	0.879697527008328
GC_00001358	18	40	4	0	0.80671278889056	0.71886108253142	0.760257421259153
GC_00001359	20	40	2	0	0.884775996756712	0.979678996484842	0.929812158253789
GC_00001360	20	40	2	0	0.888446596138904	1.0	0.940928483712922
GC_00001361	20	40	2	0	0.82185549936415	1.0	0.902218095398881
GC_00001362	20	40	2	0	0.887529605601895	1.0	0.940413970692534
GC_00001363	20	40	2	0	0.87394540942928	1.0	0.932733050847458
GC_00001364	20	40	2	0	0.830066304228534	0.968451589061345	0.893934983194338
GC_00001365	20	40	2	0	0.956385431074228	1.0	0.977706556063534
GC_00001366	20	40	2	0	0.889699633699634	1.0	0.941630741556307
GC_00001367	20	40	2	0	0.799560658559232	0.770476257545557	0.784749068723505
GC_00001368	20	40	2	0	0.87494593759654	1.0	0.933302576945891
GC_00001369	20	40	2	0	0.913356023864697	0.977119358744343	0.94416236313247
GC_00001370	20	40	2	0	0.892968972388272	0.974428476380575	0.931922013487917
GC_00001371	20	40	2	0	0.845012103452669	0.867205042065065	0.855964745638124
GC_00001372	20	40	2	0	0.883517437383622	0.955454869523523	0.918079119175937
GC_00001373	20	40	2	0	0.835774357646475	0.996486167642644	0.90908206029676
GC_00001374	20	40	2	0	0.864015337466692	0.971353907511053	0.914545862086655
GC_00001375	20	40	2	0	0.866101736187206	1.0	0.92824707184166
GC_00001376	20	40	2	0	0.917488186278629	0.977320892377227	0.946459865598156
GC_00001377	20	40	2	0	0.865196998123827	1.0	0.927727204144244
GC_00001378	20	40	2	0	0.947810469159879	0.99087266797271	0.968863317909682
GC_00001379	20	40	2	0	0.892824093547573	0.769831605176433	0.826778755942561
GC_00001380	20	40	2	0	0.893804909560724	0.998551479966575	0.943279204892474
GC_00001381	20	40	2	0	0.892705336159675	0.965585137224586	0.927716109900777
GC_00001382	20	40	2	0	0.846879711344828	0.996088587126333	0.915444086411264
GC_00001383	20	40	2	0	0.8302849002849	1.0	0.907273944242953
GC_00001384	20	40	2	0	0.88577871061842	0.990549437095559	0.93523897113977
GC_00001385	20	40	2	0	0.864386839323047	0.950652627915072	0.905469699331726
GC_00001386	20	40	2	0	0.877229828525854	0.997747209868547	0.93361528797669
GC_00001387	20	40	2	0	0.873442095685478	0.997349032331367	0.931292238757665
GC_00001388	20	40	2	0	0.888294314381271	1.0	0.940843074743181
GC_00001389	20	40	2	0	0.846164269335001	1.0	0.916672783012743
GC_00001390	20	40	2	0	0.899861759115258	0.989230769230769	0.942432333846896
GC_00001391	20	40	2	0	0.854318197867382	0.994801545486476	0.919223394407352
GC_00001392	20	40	2	0	0.926059068584723	0.952416829296012	0.939053029998767
GC_00001393	20	40	2	0	0.887536295657259	0.99742603560324	0.939277983597078
GC_00001394	20	40	2	0	0.885135680756119	0.997698612862546	0.938052428595059
GC_00001395	20	40	2	0	0.91560113960114	1.0	0.955941318547955
GC_00001396	20	40	2	0	0.866669598662172	0.995404134001844	0.926586832936872
GC_00001397	20	40	2	0	0.862257493466925	0.994955667385573	0.923865927674989
GC_00001398	20	40	2	0	0.939519444529037	0.881041005815491	0.909341028730386
GC_00001399	20	40	2	0	0.92193625828948	0.999648690573958	0.959221057530493
GC_00001400	20	40	2	0	0.873682993240189	1.0	0.932583576188964
GC_00001401	20	40	2	0	0.877301718930762	0.998623243473675	0.934039373238841
GC_00001402	20	40	2	0	0.855520461051068	0.997235911720594	0.92095835103845
GC_00001403	20	40	2	0	0.876265119309062	0.994287565987935	0.931553031877956
GC_00001404	20	40	2	0	0.950010839486336	0.829221073044602	0.885515825311687
GC_00001405	20	40	2	0	0.869514038153117	0.999380200373577	0.929935034057507
GC_00001406	20	40	2	0	0.807237873161912	0.984739367214002	0.887197554185323
GC_00001407	20	40	2	0	0.909965896172793	1.0	0.952860884056821
GC_00001408	20	40	2	0	0.931203511203511	1.0	0.964376365102187
GC_00001409	20	40	2	0	0.915776543702997	0.998341882016336	0.955278488375957
GC_00001410	20	40	2	0	0.862206143009187	0.996026694940665	0.924297878544061
GC_00001411	20	40	2	0	0.836753024391613	0.948955427129004	0.889329188073075
GC_00001412	20	40	2	0	0.888327346298361	1.0	0.940861602242562
GC_00001413	20	40	2	0	0.846915370448692	0.982054221055229	0.909492228071204
GC_00001414	20	40	2	0	0.816419365797915	0.904644606864233	0.858270683647139
GC_00001415	20	40	2	0	0.849803406110058	0.988289790500837	0.913829648833845
GC_00001416	20	40	2	0	0.864728542193331	1.0	0.92745782844748
GC_00001417	20	40	2	0	0.886179307822429	0.932681270164715	0.908835841973318
GC_00001418	20	40	2	0	0.884080220289007	0.927184885290149	0.905119648262478
GC_00001419	20	40	2	0	0.823555175171073	0.993999611157079	0.90078552794573
GC_00001420	20	40	2	0	0.892569936540623	0.992247596153845	0.93977306404353
GC_00001421	20	40	2	0	0.835123746216393	0.994214862092028	0.907751508007668
GC_00001422	20	40	2	0	0.850115635997989	1.0	0.918986488689849
GC_00001423	20	40	2	0	0.829409757761856	0.998670570099143	0.906204287640916
GC_00001424	20	40	2	0	0.852240352240352	1.0	0.920226525903657
GC_00001425	20	40	2	0	0.836766964850456	0.939854611178683	0.885319981483545
GC_00001426	20	40	2	0	0.855898665434167	0.990448796364389	0.918271149422088
GC_00001427	20	40	2	0	0.86484312148029	0.768052373158756	0.813579085794214
GC_00001428	20	40	2	0	0.916849871706552	0.995447498238193	0.954533458440794
GC_00001429	20	40	2	0	0.84118457266051	0.992305055808277	0.910516963235888
GC_00001430	20	40	2	0	0.864976541151136	0.940569194398983	0.901190451690953
GC_00001431	20	40	2	0	0.805110384612454	0.841777948878354	0.823035969589029
GC_00001432	20	40	2	0	0.865775896648547	0.983233786761183	0.920774099764057
GC_00001433	20	40	2	0	0.777759083218829	0.993896321070235	0.872643618639088
GC_00001434	20	40	2	0	0.86944039419508	0.992648756095564	0.926968427545238
GC_00001435	20	40	2	0	0.859780219165124	0.991572528991098	0.92098542230067
GC_00001436	20	40	2	0	0.843425011744761	0.971829245253316	0.903085713124483
GC_00001437	20	40	2	0	0.912618335290705	0.928269051910262	0.920377164563344
GC_00001438	20	40	2	0	0.898933482273465	0.995947234583596	0.944956912358927
GC_00001439	20	40	2	0	0.889957181172263	0.996831118939132	0.94036730317173
GC_00001440	20	40	2	0	0.902761788056966	0.992096416200005	0.945323225349018
GC_00001441	20	40	2	0	0.868635077793494	0.891868449011306	0.880098457961676
GC_00001442	20	40	2	0	0.893835564632025	1.0	0.943942104926832
GC_00001443	20	40	2	0	0.907399930011575	0.977943343322024	0.941351884123092
GC_00001444	20	40	2	0	0.847529344964857	0.998630393996248	0.916896350650477
GC_00001445	20	40	2	0	0.910145330429814	0.982575264971717	0.944974436673393
GC_00001446	20	40	2	0	0.843267375576494	0.993565037616557	0.912267200554259
GC_00001447	20	40	2	0	0.898233206431212	0.992634135035083	0.943077203114864
GC_00001448	20	40	2	0	0.882889391968916	0.829014020805066	0.855103949557843
GC_00001449	20	40	2	0	0.883042235434301	0.995975794615144	0.936115224069742
GC_00001450	20	40	2	0	0.865324024994134	0.995167755210956	0.92571499282689
GC_00001451	20	40	2	0	0.87791563984428	0.965952564504082	0.919832406379092
GC_00001452	20	40	2	0	0.897640130491887	0.878553909858258	0.88799447399774
GC_00001453	20	40	2	0	0.850808248812358	0.952849311061348	0.89894231783436
GC_00001454	20	40	2	0	0.884084812084812	0.998332025117739	0.937741485712705
GC_00001455	20	40	2	0	0.887066581321482	0.996765081185963	0.938721872602316
GC_00001456	20	40	2	0	0.809662639229146	0.880395509737206	0.843548906782032
GC_00001457	20	40	2	0	0.889853594580814	0.948921201203611	0.918438673187005
GC_00001458	20	40	2	0	0.892181273950926	0.977750653673172	0.933008106780495
GC_00001459	20	40	2	0	0.90817317183321	0.987727231494921	0.946281113879299
GC_00001460	20	40	2	0	0.808665842866823	0.982223527109022	0.887034821636084
GC_00001461	20	40	2	0	0.783034178292897	0.98377974386943	0.872002595971418
